Player,Rundle,QPct
HentoffT,C Utopia Div 1,0.49305555555556
HentonR,C Polaris,0.54
HeoN,R Div 22,0.3
HepburnM,D Laguna Div 2,0.42361111111111
HepfingerB,A Elysium,0.82
HepnerA,B Zephyr,0.54
HepnerB,B Park,0.52777777777778
HepworthT,C Valley Div 2,0.61805555555556
HeratyJ,A Evergreen,0.74666666666667
HeratyK,B Evergreen,0.52666666666667
HerbertD68,B Tranquility,0.67333333333333
HerberthR,A Meadow,0.76388888888889
HerbertP,C Jungle Div 2,0.44666666666667
HerbstE,D Pacific Div 1,0.54666666666667
HerbstmanJS,D Boardwalk Div 1,0.5
HerbstmanM,E Coastal Div 2,0.34
HerderS,A Piedmont,0.84
HerdmanM,B Jungle,0.58
HerdmanS,B Maelstrom,0.62666666666667
HerlihyC,D Morningstar Div 2,0.5
HerlinJ,C Cypress,0.52666666666667
HermanA,C Sunrise,0.57333333333333
HermanDA,B Eclipse,0.6
HermanE2,D Island Div 1,0.55555555555556
HermanJA,E Oasis Div 2,0.35333333333333
HermanK2,D Frontier Div 2,0.48
HermanLarry,B Xanadu,0.60666666666667
HermanMF,D Meridian Div 1,0.36
HermanMR,C Cove,0.5
HermanN,E Rainbow Div 2,0.34
HermannL2,E Wilderness Div 2,0.52173913043478
HermanP,C Central,0.43478260869565
HermansenK,D Aloha Div 1,0.33333333333333
HermansonD,R Div 43,0.51333333333333
HermesM,B Juniper,0.74
HernA,C Bayou,0.52666666666667
HernandezAY,C Yukon Div 2,0.54666666666667
HernandezB,D Island Div 2,0.45833333333333
HernandezC,A Village,0.73333333333333
HernandezCM,B Union,0.58666666666667
HernandezD,E Garden Div 3,0.2156862745098
HernandezJ,E Fjord Div 2,0.30666666666667
HernandezJD,C Gulf,0.53333333333333
HernandezJL13,E Island Div 1,0.33333333333333
HernandezKB,C Peninsula,0.40666666666667
HernandezS,E Windward Div 2,0.38
HernandezV,E Kookaburra Div 1,0.23611111111111
HerndonE,C Volcano Div 2,0.64
HerndonS,R Div 59,0.48666666666667
HerneM,R Div 14,0.5
HernS,B Valhalla,0.68
HernsonL,A Palisade,0.68666666666667
HernándezR,E Junction Div 2,0.28472222222222
HeronC,C Memorial,0.58695652173913
HerreraS,E Keystone Div 2,0.17333333333333
HerreroD,E Lyceum Div 2,0.22666666666667
HerrickB,C Elysium,0.62
HerrickG,D Nova Div 1,0.46
HerrickS,A Denali,0.63333333333333
HerrigD,D Orchard Div 1,0.52
HerrigN,E Orchard Div 1,0.42666666666667
HerrinD,C Ember Div 1,0.54
HerringtonC,B Overlook,0.55333333333333
HerringtonM,B Valley,0.66666666666667
HerriottsA,E Forest Div 2,0.34027777777778
HerrJD,E Rainbow Div 2,0.43333333333333
HerrmannCM,E Junction Div 1,0.15942028985507
HerrmannE,A Piedmont,0.70666666666667
HerrmannH,A Nova,0.74666666666667
HerrmannVtheWorld,C Badlands Div 1,0.66666666666667
HerronC,E Jungle Div 2,0.30666666666667
HerronH,A Valley,0.77777777777778
HerronK,E Plaza Div 1,0.30666666666667
HershB,C Jungle Div 1,0.66
HershbergerA,B Quarry,0.52
HershbergerN,E Keystone Div 2,0.38194444444444
HershcopfM,D Arcadia Div 1,0.48611111111111
HershE,A Maelstrom,0.54
Hershey M,C Island,0.51333333333333
Hershey M2,D Magnolia Div 2,0.38636363636364
HersheyJ,D Seneca Div 2,0.47333333333333
HersheyJL,D Magnolia Div 2,0.45333333333333
HersheyK,E Island Div 2,0.3
HersheyR,A Isthmus,0.71333333333333
HershfieldB,C Pioneer Div 1,0.47333333333333
HershP,D Mojave Div 2,0.43055555555556
HerskovicJ,E Ziggurat Div 1,0.5
HerstadD,A Canyon,0.75
HertelJ,E Orchard Div 1,0.44
HerterB,E Redwoods Div 1,0.22
HertlerB,A Skyline,0.71333333333333
HertzA,A Maritime,0.67333333333333
HertzbergJ,D Magnolia Div 1,0.55555555555556
HertzG,E Peninsula Div 1,0.34126984126984
HertzJ,D Eclipse Div 1,0.41333333333333
HertzJ26,E Midland Div 2,0.36
HertzmannA,C Bayou,0.52
HertzP,E Cherry Div 1,0.44
HertzP55,E Midland Div 2,0.49333333333333
HerweyerC,C Seneca,0.48
HerzJ,E Centennial Div 1,0.37333333333333
HerzogJ2,D Orchard Div 2,0.37333333333333
HesselrothD,D Plateau Div 2,0.42666666666667
HesserGiulianoE,D Patagonia Div 1,0.44666666666667
HesserK,D Sycamore Div 2,0.45652173913043
HessJ,A Valley,0.88
HessJ2,B Junction,0.76315789473684
HessJa,A Kaleidoscope,0.94
HessN,B Summit,0.68666666666667
HessN7,C Tundra,0.39333333333333
HessP,D Citadel Div 1,0.52083333333333
HessS2,E Island Div 1,0.23333333333333
HestbechJ,E River Div 1,0.4
HesterI,A Nova,0.73333333333333
HesterM,B Plaza,0.71333333333333
HetrickA,D Meridian Div 1,0.46212121212121
HetrickM,B Boardwalk,0.67333333333333
HetrickM2,D Boardwalk Div 2,0.32638888888889
HettichS,E Arctic Div 2,0.27333333333333
HettleC,B Coastal,0.62666666666667
HeuserC,R Div 33,0.32
HewettD,B Sakura,0.62666666666667
HewettM,C Arcadia,0.56
HewittJ,B Ridge,0.54
HewittJ2,B Valley,0.64666666666667
HewittM,R Div 41,0.43333333333333
HewlettT,E Keystone Div 1,0.22
HewsonM,C Skyline,0.47826086956522
HeyburnL,C Meadow Div 2,0.46666666666667
HeydenberkE,B Archipelago,0.78666666666667
HeyerC,E Avalon Div 3,0.4
HeywoodA,B Cosmos,0.6
HeywoodBen,E Seneca Div 1,0.30666666666667
HiattA,C Denali Div 2,0.5
HiattK,A Park,0.70138888888889
HibbardA,R Div 61,0.36231884057971
HibbardC,R Div 12,0.44666666666667
HibbardL,D Jungle Div 1,0.35333333333333
HibbardS,C Maritime,0.64
HicinbothomM,R Div 75,0.41304347826087
HickernellM,B Ravenna,0.6
HickeyG,B Wilderness,0.57333333333333
HickeyP,E Veldt Div 1,0.30555555555556
HickeyT,A Fjord,0.625
HickmanC,D Plaza Div 2,0.50724637681159
HickmanE,C Redwoods,0.63333333333333
HickmanJ,D Foothills Div 1,0.41333333333333
HickmanM2,D Cosmos Div 2,0.48
HickmanT,D Horizon Div 2,0.40972222222222
Hicks,B Lyceum,0.58666666666667
HicksA,D Meridian Div 2,0.40666666666667
HicksAC,E Quetzal Div 2,0.33333333333333
HicksB2,B Canyon,0.65972222222222
HicksB3,D Archipelago Div 2,0.43333333333333
HicksC,D Cypress Div 1,0.53787878787879
HicksCR,A Aloha,0.80666666666667
HicksI,E Zenith Div 2,0.39333333333333
HicksJ,D Canyon Div 1,0.61111111111111
HicksM,D Corridor Div 2,0.34666666666667
HicksonS,A River,0.75333333333333
HicksTJ,C Meridian,0.47333333333333
HicksTX,D Continental Div 1,0.38666666666667
HickT,R Div 64,0.2536231884058
HidalgoD,B Forest,0.59722222222222
HiebASheba,D Kookaburra Div 1,0.42
HierC,B Ranger,0.52
HigaJ,C Foothills,0.52666666666667
HigbeeD,C Sequoia,0.60666666666667
HigbeeH,D Quarry Div 2,0.39333333333333
HigbeeS,A Quarry,0.63333333333333
HigbyA,E Horizon Div 1,0.31333333333333
HigdonJ2,D Keystone Div 2,0.43333333333333
HigdonR,E Peninsula Div 3,0.29333333333333
HigginbothamT,A Rainbow,0.68666666666667
HigginsA2,D Island Div 1,0.38636363636364
HigginsAM,C Denali Div 1,0.54
HigginsCort,E Badlands Div 2,0.31333333333333
HigginsJ1228,E Atlantic Div 1,0.34027777777778
HigginsJenny,E Meridian Div 1,0.29333333333333
HigginsJR,C Meridian,0.44666666666667
HigginsM,A Mojave,0.70833333333333
HigginsN,C Arcadia,0.65333333333333
HigginsP,E Volcano Div 2,0.40909090909091
HigginsWB,B Mojave,0.57638888888889
HiggisonH,B Laguna,0.61333333333333
HiggisonJ,B Laguna,0.50694444444444
HiggistonP,D Forest Div 1,0.54666666666667
HighC,A Kaleidoscope,0.78
HighfieldK,C Juniper,0.5
HighM,A Kaleidoscope,0.72666666666667
HightB,A Junction,0.64666666666667
HightowerB,E Piedmont Div 2,0.3968253968254
HighW,B Rubicon,0.6
HikichiL,E Tranquility Div 1,0.37333333333333
HilbertKT,E Olive Div 1,0.42666666666667
HilburgJ,E Laurel Div 2,0.20666666666667
HilburgS,D Laurel Div 2,0.33333333333333
HildD,D Pioneer Div 1,0.55333333333333
HilderbrandT,B Foundry,0.7
HilderM,C Veldt,0.56944444444444
HildH,A Kaleidoscope,0.70138888888889
HilemanG,D Nebula Div 2,0.45333333333333
HilemanJ,A Park,0.71333333333333
HilerA19,R Div 54,0.38
HillA,D Coastal Div 1,0.4
HillA23,D Coastal Div 2,0.48484848484848
HillA28,D Atlantic Div 1,0.41304347826087
HillardN,B Citadel,0.65333333333333
HillaryAM,R Div 31,0.5
HillATravel,E Zephyr Div 2,0.48
HillB1,E Tranquility Div 2,0.27333333333333
HillB2,D Oxbow Div 1,0.47619047619048
HillB3,E Woodlands Div 2,0.47333333333333
HillBK,C Taiga Div 1,0.62
HillC-handler,E Xanadu Div 1,0.22
HillCB,E Laguna Div 1,0.40833333333333
HillD,C Cherry Div 1,0.66
HillD3,D Mountain Div 2,0.47916666666667
HillD6,C Magnolia,0.54666666666667
HillD7,R Div 60,0.58
HillDB,C Atlantic,0.51388888888889
HillDC,E Seneca Div 2,0.41666666666667
HillDF,B Ziggurat,0.6
HillE,E Summit Div 1,0.27083333333333
HillE2,E Magnolia Div 1,0.4
HillE3,R Div 32,0.2
HillemannE,A Meridian,0.7
HillemannH,R Div 57,0.56666666666667
HillenbrandB,D Monolith Div 1,0.56666666666667
HillerB,E Polaris Div 2,0.35507246376812
HillerK,E Polaris Div 2,0.38888888888889
HillerMM,E Sequoia Div 1,0.27536231884058
HillG,D Elysium Div 2,0.41333333333333
HillH3,D Jungle Div 2,0.6
HillHoke,C Isthmus Div 2,0.55333333333333
HilliardM,D Woodlands Div 1,0.53333333333333
HilliardS,A Taiga,0.68
HilliardT,E Aurora Div 1,0.39333333333333
HillinckP,B Zenith,0.78030303030303
HillJ,A Highland,0.69333333333333
HillJ3,D Maritime Div 2,0.48666666666667
HillJF,D Savanna Div 1,0.40666666666667
HillJTiger,A Elysium,0.7
HillKatherine,B Ember,0.61111111111111
HillKM,A Byzantium,0.73333333333333
HillL2,D Serengeti Div 1,0.4
HillLL,R Div 26,0.58666666666667
HillmanA,E Wilderness Div 1,0.28666666666667
HillmanJ,E Rainforest Div 2,0.40972222222222
HillmanP,C Eclipse,0.65333333333333
HillMJ,E Evergreen Div 2,0.4
HillN,E Ziggurat Div 2,0.31333333333333
HillO,C Ziggurat,0.53333333333333
HillockW,E Hinterland Div 1,0.21333333333333
HillP,E Nighthawk Div 2,0.40277777777778
HillR,A Savanna,0.7
HillR3,E Magnolia Div 1,0.40666666666667
HillS4,C Archipelago,0.50666666666667
HillS5,D Savanna Div 2,0.50694444444444
HillSE,D Badlands Div 2,0.50666666666667
HillSF,A Savanna,0.77333333333333
HillsSbh,E Continental Div 2,0.33333333333333
HillstromG,E Beach Div 2,0.30666666666667
HillT,D Magnolia Div 2,0.52666666666667
HillyardJ,A Veldt,0.81944444444444
HilmarssonB,C Redwoods,0.5
HilmeyerS,D Rainbow Div 1,0.36666666666667
HilsenbeckC,A Piedmont,0.74666666666667
HiltonE,B Byzantium,0.69444444444444
HiltonK,C Garden,0.48611111111111
HiltonN,R Div 16,0.34090909090909
HiltonRB,B Isthmus,0.6
Hiltz-RasmussenA,A Blue,0.82575757575758
HimesC,B Ravenna,0.58
HimesR,D Polaris Div 1,0.43939393939394
HindahlS,B Corridor,0.50666666666667
HindenlangA,R Div 69,0.625
HinderliterD,B Horizon,0.68055555555556
HindersM arbles,E Orange Div 1,0.22666666666667
HindertJ,C Morningstar,0.61333333333333
HindmanM,C Pioneer Div 2,0.45333333333333
HindoB,A Forest,0.68666666666667
HineC,C Valhalla Div 1,0.56666666666667
HineK,D Arctic Div 1,0.56
HinesD,D Central Div 1,0.48666666666667
HinesJ,D Typhoon Div 2,0.37333333333333
HinesK,R Div 45,0.29166666666667
HinesS,E Typhoon Div 1,0.27333333333333
HinesS2,A Frontier,0.66
HingoraniA,B Plateau,0.72
HinkelS,C Glacier Div 1,0.45333333333333
HinkesA,D Sahara Div 2,0.45833333333333
HinkleyP,B Laurel,0.56666666666667
HinksM,D Seneca Div 1,0.38
HinmanJ,E Ember Div 2,0.38
HinnantS,C Frontier,0.60666666666667
HinogM,D Kookaburra Div 1,0.47333333333333
HinokiK,E Archipelago Div 2,0.26666666666667
HinsonC,R Div 32,0.6231884057971
HintonCL,B Polaris,0.6
HintonJ,D Avalon Div 1,0.29333333333333
HintzeD,E Overlook Div 3,0.33333333333333
HinzD,A Denali,0.71333333333333
HinzDK,B Aloha,0.68
HinzE,D Boardwalk Div 2,0.5
HippS,E Sahara Div 1,0.36666666666667
HippsR,C Ember Div 2,0.73484848484848
HippW,E Sahara Div 1,0.34
HiquetJ,D Sierra Div 1,0.42
HirakiS,E Cardinal Div 1,0.36666666666667
HirataB,A Rubicon,0.74305555555556
HirataJ,E Ranger Div 2,0.33333333333333
HirdtKai,E Kaleidoscope Div 2,0.34848484848485
HiregangeA,C Aloha Div 1,0.60666666666667
HirschA,C Keystone,0.5
HirschA2,C Hinterland,0.47222222222222
HirschAJ,D Village Div 1,0.37333333333333
HirschbergD,A Metro,0.89333333333333
HirschD2,D Village Div 1,0.4
HirschfeldL,E Summit Div 2,0.26811594202899
HirschfieldS,E Beach Div 1,0.20454545454545
HirschI,B Maritime,0.64
HirschJ,B Avalon,0.55333333333333
HirschlandJ,B Redwoods,0.49333333333333
HirschM,C Juniper,0.4375
HirschM19,E Prairie Div 1,0.46031746031746
HirschMSerious,D Maelstrom Div 1,0.36666666666667
HirschO,E Jungle Div 1,0.28
HirschtickR,E Serengeti Div 2,0.39333333333333
HirshbergT,C Garden,0.62
HirshKJ,C Orbital,0.51333333333333
HirstS,R Div 8,0.45333333333333
HirtR,R Div 32,0.32666666666667
HislopSM,E Gulf Div 2,0.36
HissonD,E Spring Div 1,0.26
HissonJ,E Spring Div 1,0.36
HitchcockD,D Cosmos Div 1,0.49333333333333
HitchcockJA,D Cosmos Div 1,0.58
HitchcockK,E Cosmos Div 1,0.27777777777778
HitchmanM,E Ravenna Div 1,0.31884057971014
HittG,A Pioneer,0.77333333333333
HittM,B Serengeti,0.61333333333333
HitzA,E Oasis Div 2,0.24666666666667
HitzP,E Oasis Div 2,0.36231884057971
HjelmJ,A Ocean,0.66
HlavatyL,B Willow,0.59333333333333
HlinkaJ,D Outback Div 2,0.48666666666667
HoA,E Savanna Div 2,0.26
HoageyR,E Corridor Div 1,0.36666666666667
Hoang-LeT,R Div 75,0.78
HobanJ,C Jungle Div 1,0.55072463768116
HobanK,E Cerulean Div 1,0.27536231884058
HobanL,B Patagonia,0.52
HobanML,D Arctic Div 1,0.54666666666667
HobanT,D Orbital Div 2,0.46666666666667
HobbsJ,D Foothills Div 2,0.46666666666667
HobbsJJ,B Eclipse,0.70666666666667
HobbsN,A Tranquility,0.75333333333333
HobermanJ,R Div 22,0.6875
Hochbergian,D Ziggurat Div 2,0.40666666666667
HochhauserJ,D Sequoia Div 1,0.47333333333333
HochJ,R Div 12,0.27777777777778
HochmanD,E Commonwealth Div 1,0.29861111111111
HochreinL,D Valley Div 2,0.38888888888889
HochsteinM,B Mojave,0.71969696969697
HochsterM,A Tidewater,0.75333333333333
HochsterMA,C Tidewater Div 2,0.56
HockadayJ,E Cardinal Div 1,0.32666666666667
HockenberryL,E Nova Div 2,0.33333333333333
HockenberryT,D Nova Div 1,0.53333333333333
HockerJ,B Oxbow,0.57575757575758
HodappA,E Village Div 2,0.22666666666667
HodappD,D Xanadu Div 1,0.35333333333333
Hodge D,B Island,0.5625
HodgeB,R Div 60,0.55555555555556
HodgeJ,E Isthmus Div 2,0.28666666666667
Hodges-BatzkaJ,E Continental Div 1,0.32666666666667
HodgesE,E Village Div 2,0.26086956521739
HodgesS,E Sakura Div 2,0.25333333333333
HodginsS,R Div 63,0.0
Hodgson-SmithA,B Sequoia,0.63333333333333
HodgsonB,B Bayou,0.57333333333333
HodgsonJ3,R Div 62,0.5
HodgsonR,D Blue Div 2,0.45833333333333
HodgsonR2,E Ember Div 2,0.26
HodilC,E Boardwalk Div 1,0.24666666666667
HodilJ,C Boardwalk Div 2,0.48611111111111
HoeberL,D Tempest Div 2,0.46666666666667
HoeckerM,C Aurora,0.47916666666667
HoegemannC,A Metro,0.70666666666667
HoekzemaA,R Div 69,0.70666666666667
HoepfnerF,B Patagonia,0.64666666666667
HoevelmannT,D Wilderness Div 1,0.43333333333333
HofemanA,B Memorial,0.72
HoffarthM,B Volcano,0.78
HoffBrrritscold,E Cascade Div 1,0.42753623188406
HofferEM,E Union Div 3,0.39583333333333
HoffK1,E Cascade Div 1,0.41333333333333
HoffM,A Cascade,0.75333333333333
HoffmanA3,C Delta,0.58666666666667
HoffmanA4,C Hinterland,0.46
HoffmanAE,C Tempest,0.58
HoffmanAG,E Byzantium Div 3,0.53623188405797
HoffmanB2,C Mountain Div 1,0.53333333333333
HoffmanB3n,D Isthmus Div 1,0.38666666666667
HoffmanD2,E Valley Div 2,0.38888888888889
HoffmanDC,C Zephyr,0.47333333333333
HoffmanE,C Isthmus Div 2,0.46
HoffmanF,C Spring,0.63768115942029
HoffmanG,E Sakura Div 2,0.3015873015873
HoffmanH3,B Coral,0.61333333333333
HoffmanI,C Quay Div 1,0.53472222222222
HoffmanJ4,E Obsidian Div 2,0.36666666666667
HoffmanJP,E Sahara Div 2,0.25757575757576
HoffmanK12,E Zenith Div 1,0.43181818181818
HoffmanK3,B Metro,0.65277777777778
HoffmanK4,C Ranger,0.52
HoffmanL,C Union Div 2,0.48666666666667
HoffmanL2,D Bayou Div 2,0.43333333333333
HoffmanM,C Zephyr,0.56
HoffmanM1,A Quarry,0.54666666666667
HoffmanMJ,D Mountain Div 2,0.61333333333333
HoffmanN,D Mountain Div 2,0.47222222222222
HoffmannH,A Gulf,0.54861111111111
HoffmanP,C Quarry,0.54
HoffmanW,D Mountain Div 2,0.42666666666667
HoffmanY,D Kaleidoscope Div 2,0.34666666666667
HoffmasterH,E Frontier Div 1,0.16666666666667
HoffmeisterA,D Gulf Div 2,0.50666666666667
HofingM,A Plateau,0.79333333333333
HofschneiderK,C Coastal Div 1,0.53333333333333
HoganB,E Ocean Div 2,0.46
HoganC,E Avalon Div 1,0.32608695652174
HoganC2,R Div 51,0.0
HoganE,B Oasis,0.62
HoganG,E Tranquility Div 2,0.40277777777778
HoganJ,E Labyrinth Div 1,0.43650793650794
HoganK2,C Quay Div 2,0.52173913043478
HoganL,E Union Div 2,0.19166666666667
HoganM2,C Plateau,0.5
HoganM22,E Orbital Div 1,0.31884057971014
HoganM3,D Outback Div 2,0.42666666666667
HogblomL,D Lyceum Div 1,0.48611111111111
HogelandK,C Ridge Div 1,0.53333333333333
HoggE,A Mesa,0.76
HoggT,C Cherry Div 1,0.63888888888889
HoglenN,A Lyceum,0.59333333333333
HoguetT14,E Blue Div 1,0.24561403508772
HoH,B Pampas,0.53333333333333
HoH2,B Delta,0.57246376811594
HohlerB,C Waterfront Div 2,0.59848484848485
HohmanN,D Coral Div 1,0.375
HohmannJ,E Kaleidoscope Div 1,0.41333333333333
HohnsteinJ,D Rainforest Div 1,0.43333333333333
HolakJ,D Labyrinth Div 2,0.37333333333333
HolberI,D Citadel Div 1,0.59722222222222
HolberT,E Coral Div 1,0.36111111111111
HolbrookB,B Rainbow,0.57333333333333
HolbrookM,E Rainbow Div 1,0.37333333333333
HolbrookS,D Sakura Div 2,0.36666666666667
HolcombR,D Olive Div 1,0.39333333333333
HolcombRelish,E Oxbow Div 1,0.19565217391304
HoLD,A Savanna,0.71333333333333
HoldawayD,E Citadel Div 1,0.25333333333333
HoldenC,A Tidewater,0.66
HoldenK,E Magnolia Div 1,0.35333333333333
HoldenM2,D Garden Div 1,0.42
HoldenS4,B Magnolia,0.54666666666667
HolderL,E Galaxy Div 2,0.33333333333333
HoldernessH,D Ridge Div 1,0.45333333333333
HolderS,E Rainforest Div 2,0.31818181818182
HoleN,E Meridian Div 3,0.41333333333333
HolgateJ,R Div 11,0.41333333333333
HolguinB,E Island Div 1,0.34666666666667
HolihanS,C Maelstrom,0.46527777777778
HolkC,A Pampas,0.52777777777778
HollaG,E Meridian Div 2,0.32666666666667
Holland A,C Taiga Div 2,0.49333333333333
HollandD,D Valhalla Div 1,0.46666666666667
HollanderB,C Plaza Div 1,0.5
HollanderE2,E Coastal Div 2,0.43333333333333
HollanderM,E Evergreen Div 2,0.42
HollanderM2,A Alpine,0.78472222222222
HollandG,E Frontier Div 1,0.34
HollandJ,E Fjord Div 2,0.27083333333333
HollandJ2,D Windward Div 2,0.42666666666667
HollandK,D Mesa Div 1,0.39855072463768
HollandK2,E Monolith Div 1,0.15333333333333
HollandM16,E Frontier Div 1,0.36
HollandR,C Galaxy,0.59333333333333
HollandX,B Ravenna,0.71333333333333
HollenbeckR,E Fjord Div 1,0.46031746031746
HollenbeckS,E Fjord Div 1,0.26086956521739
HollenbergD,B Cascade,0.62666666666667
HollenderK,C Mojave Div 1,0.44444444444444
HollenkampK,C Kaleidoscope,0.42361111111111
HolleranS,E Morningstar Div 1,0.41666666666667
HollerT,D Nova Div 2,0.4
HolleyA,D Atlantic Div 2,0.52
HollidayJ,D Kaleidoscope Div 2,0.48
HollidayN,A Yukon,0.74
Hollingsworth J,C Citadel Div 1,0.58
HollisA,A Nebula,0.74
HollisD,D Memorial Div 1,0.40666666666667
HollisG,A Frontier,0.73611111111111
HollisR,B Beach,0.62666666666667
HollisterA,D Zephyr Div 2,0.53333333333333
HollisterE,D Zephyr Div 2,0.46527777777778
HollisterS,C Obsidian,0.44
HollomanA,C Arctic Div 2,0.48666666666667
HollonCC,D Kaleidoscope Div 1,0.42753623188406
HollowayA,C Serengeti,0.48666666666667
HollowayG,A Seneca,0.64666666666667
HollowayT,A Obsidian,0.8
HollowayT2,E Rainbow Div 2,0.38
HollowellC,D Sahara Div 1,0.43333333333333
HollowellF,E Savanna Div 2,0.46376811594203
HollyS,A Zenith,0.69333333333333
HolmA,B Zephyr,0.66666666666667
HolmanE,E Serengeti Div 1,0.31884057971014
HolmbergC,B Boardwalk,0.68666666666667
HolmerQ,B Rubicon,0.55555555555556
HolmesA,A Orbital,0.68
HolmesA2,D Citadel Div 1,0.49333333333333
HolmesA3,R Div 7,0.51515151515152
HolmesB4,E Corridor Div 2,0.21333333333333
HolmesD,C Cerulean,0.5
HolmesD3,A Sugarloaf,0.75333333333333
HolmesE,A Orange,0.64666666666667
HolmesJ2,E Nighthawk Div 2,0.36231884057971
HolmesJim,A Ziggurat,0.74666666666667
HolmesJS,E Sunrise Div 1,0.39583333333333
HolmesL,D Pampas Div 1,0.38666666666667
HolmesM17,C Willow,0.42666666666667
HolmesMR,C Sunrise,0.50724637681159
HolmesRP,C Galaxy,0.64
HolmesS2,B Delta,0.69333333333333
HolmquistC,D Obsidian Div 1,0.52666666666667
HolmquistE,A Oasis,0.84782608695652
HolmstrandD,A Avalon,0.69333333333333
HolmstrandJ,E Avalon Div 3,0.33333333333333
HolnessC,C Union Div 2,0.54666666666667
HoloberE,E Vista Div 2,0.39583333333333
HoloberR,D Vista Div 2,0.45833333333333
HoloberRAce,D Vista Div 2,0.4
HolopD,C Maritime,0.48666666666667
HoloubekM,A Central,0.64666666666667
HolquistA,B Centennial,0.69333333333333
HolsclawW,B Frontier,0.72222222222222
HolsingerA,C Bayou,0.49333333333333
HolsingerD,A Bayou,0.59333333333333
HolstadS,D Serengeti Div 1,0.48666666666667
HolstJ,A Cascade,0.82666666666667
HoltanK,A Outback,0.69333333333333
HoltB,E Morningstar Div 2,0.36666666666667
HoltcampV,D Xanadu Div 1,0.52666666666667
HolteenT,B Labyrinth,0.71333333333333
HolterA,R Div 44,0.54666666666667
HolterD,E Sunrise Div 2,0.34
HoltJ,B Zenith,0.66666666666667
HoltonGR,E Rubicon Div 1,0.31333333333333
HoltP,D Zenith Div 2,0.45333333333333
HoltPJ,D Quay Div 1,0.35333333333333
HoltQ,D Galaxy Div 2,0.60666666666667
HoltRB,C Skyline,0.50694444444444
HoltS,E Morningstar Div 2,0.32666666666667
HolttumJ,R Div 57,0.43939393939394
HoltzA,E Juniper Div 2,0.20666666666667
HoltzE,E Juniper Div 2,0.33333333333333
HoltzE2,R Div 9,0.41333333333333
HoltzerA6,E Yukon Div 2,0.17391304347826
HoltzmanW,C Overlook,0.51333333333333
HoltzR,E Juniper Div 2,0.33333333333333
HolzbaurM,E Meadow Div 2,0.22666666666667
HolzenL,D Island Div 1,0.45833333333333
HolzerC,B Typhoon,0.76666666666667
HolzmerS,R Div 1,0.48
HolznagelF,A Coastal,0.60666666666667
HomanM,A Zenith,0.85333333333333
HombergerC,D Oxbow Div 2,0.4375
HomerR,B Foothills,0.58333333333333
HomerS,B Corridor,0.64
HomolaP,D Beach Div 1,0.48666666666667
HomolaS,C Beach,0.59333333333333
HomrichD,B Volcano,0.58
HondrosC,C Commonwealth,0.6304347826087
HonebrinkE,D Valhalla Div 1,0.46
HonebrinkT,E Oxbow Div 2,0.38666666666667
HoneywellR,C Cherry Div 1,0.59333333333333
HongC,E Seneca Div 1,0.30555555555556
HongC4,D Arcadia Div 1,0.44666666666667
HongJ3,E Olive Div 2,0.17333333333333
Hongk,A Outback,0.61333333333333
HongL,C Quetzal,0.44927536231884
HongPK,C Eclipse,0.64
HongR,R Div 4,0.37333333333333
HonigD,C Archipelago,0.48333333333333
HonigJ,E Cerulean Div 2,0.3768115942029
HonK,D Rainforest Div 1,0.50757575757576
HonsingerD,B Highland,0.65333333333333
HonsingerL,B Highland,0.68666666666667
HonsonB,E Waterfront Div 2,0.35333333333333
HoobanM,A Nebula,0.82666666666667
HoodB,B Badlands,0.64
HoodD,D Orchard Div 2,0.50666666666667
HoodM,D River Div 2,0.51333333333333
HoodR,R Div 72,0.41333333333333
HookerL,B Rainbow,0.62666666666667
HookerR_of_Perth,B Sierra,0.68666666666667
HookJ,D Magnolia Div 2,0.41333333333333
HooperA,A Park,0.79710144927536
HooperK,B Keystone,0.55797101449275
HoopesD,D Arcadia Div 2,0.40666666666667
HoopferL,E Blue Div 1,0.36
HoopsT,E Orange Div 2,0.31060606060606
HoosierJ,C Typhoon,0.54
HootsB,D Tempest Div 2,0.49333333333333
HootsB2,C Tempest,0.49305555555556
HooverAK,A Metro,0.76
HooverM,D Coastal Div 1,0.45138888888889
HooverR,A Cascade,0.75333333333333
HopeckJ,C Palisade,0.57638888888889
HopeE,D Junction Div 1,0.46666666666667
HopeP,A Village,0.88
HopkinS,B Monolith,0.64583333333333
HopkinsA,B Pioneer,0.66
HopkinsB,E Sierra Div 2,0.22222222222222
HopkinsBW,C Valhalla Div 2,0.56666666666667
HopkinsC,E Sequoia Div 2,0.24666666666667
HopkinsCD,D Plaza Div 2,0.56
HopkinsD,E Volcano Div 1,0.28
HopkinsJ,R Div 73,0.93181818181818
HopkinsL,C Maelstrom,0.46666666666667
HopkinsM,B Commonwealth,0.57333333333333
HopkinsSD,E Valhalla Div 2,0.44666666666667
HopkoA,B Blue,0.72916666666667
HoppeB,A Zenith,0.84666666666667
Hoppel J,A Aurora,0.68
HopperA,E Frontier Div 2,0.24666666666667
HopperI,A Tundra,0.69333333333333
HopperJ,C Laurel Div 2,0.57333333333333
HopperK,D Park Div 2,0.35333333333333
HorakSlawomir,R Div 17,0.56
Horan J,B Savanna,0.58
HoranJ,E Kookaburra Div 2,0.40666666666667
HoranN,C Kookaburra,0.46666666666667
HordykM,C Aloha Div 1,0.55333333333333
HoreffC,C Cerulean,0.45333333333333
