Player,Rundle,QPct
BerntsenS,E Summit Div 1,0.32
BerrettJ,A Quetzal,0.82
BerriganL,D Commonwealth Div 1,0.44666666666667
BerriganR,B Sycamore,0.58666666666667
BerrillM,C Ridge Div 2,0.47333333333333
BerryA5,C Junction,0.52666666666667
BerryD,E Valhalla Div 1,0.12666666666667
BerryEF,B Utopia,0.60666666666667
BerryG,D Ziggurat Div 1,0.35507246376812
BerryH,B Utopia,0.58666666666667
BerryJ,C Wilderness Div 1,0.5
BerryJ2,A Cypress,0.69333333333333
BerryJ6,R Div 37,0.40277777777778
BerryJ8,C Foothills,0.6231884057971
BerryJN,D Aurora Div 2,0.58
BerryK9,E Sakura Div 2,0.36
BerryM2,B Labyrinth,0.62666666666667
BerrymanM,C Cosmos Div 1,0.61333333333333
BerryN2,C Canyon Div 2,0.57333333333333
BerryP,B Meridian,0.58
BerryR,B Village,0.54
BerryshimmA,E Waterfront Div 1,0.28787878787879
BerryT,E Isthmus Div 1,0.25
BerryTV,B Pacific,0.67333333333333
BersaniR,D Sycamore Div 1,0.32666666666667
BersettJT,C Zephyr,0.58666666666667
BerstL,R Div 54,0.28666666666667
BertelliE,B Vista,0.57333333333333
BertenthalA,R Div 60,0.36666666666667
BerthiaumeJ,R Div 11,0.18115942028986
BertleffG,E Veldt Div 1,0.31884057971014
BertonT,C Cypress,0.61333333333333
BertucciB,E Sunrise Div 1,0.375
BerubeA1,B Mojave,0.58
BerubeC,D Laguna Div 1,0.43333333333333
BervenDFatman,E Elysium Div 1,0.27777777777778
BerzinsC,A Forest,0.72
BessetteC,E Avalon Div 1,0.25
BessetteE,C Avalon,0.56666666666667
BessetteR,E Avalon Div 1,0.22666666666667
BessinA,E Overlook Div 3,0.31944444444444
BessinA2,D Overlook Div 1,0.38194444444444
BessinS,D Overlook Div 1,0.5
BessP2,C Garden,0.54666666666667
Best T,B Eclipse,0.67391304347826
BestA,E Labyrinth Div 2,0.1984126984127
BestJ,B Cardinal,0.59333333333333
BestJ2,E Obsidian Div 2,0.22463768115942
BestR23,C Village,0.52666666666667
BeswickA,E Corridor Div 1,0.23333333333333
BetancourtM,A Woodlands,0.68
BetegonM,C Rubicon Div 2,0.59333333333333
BethelB,C Ridge Div 2,0.52
BethelL,C Ridge Div 2,0.41666666666667
BethkeA,E Rainforest Div 2,0.32666666666667
Bethlehem BWE,R Div 13,0.47826086956522
BethuneN,E Cerulean Div 1,0.33333333333333
BetitK,D Byzantium Div 1,0.23188405797101
BettelonR,E Ocean Div 1,0.38
BetteridgeL,D Sugarloaf Div 1,0.41304347826087
BettertonE,B Island,0.60666666666667
BetushM,E Jungle Div 2,0.36
BetzigR,D Typhoon Div 1,0.46
BetzJ,C Taiga Div 1,0.51333333333333
BetzJ_NoTheOtherOne,R Div 68,0.56666666666667
BetzM,R Div 20,0.54444444444444
BetzoldD,D Aurora Div 2,0.53333333333333
BeukelmanR,D Polaris Div 1,0.43333333333333
BeukemaF,A Maelstrom,0.71333333333333
BeuteYoungR,A Coral,0.66666666666667
Bever-ChrittonS,R Div 1,0.47222222222222
Beverley E,D Gulf Div 1,0.49333333333333
BevierJ,E Skyline Div 1,0.30952380952381
BevilacquaA,C Juniper,0.55333333333333
BeyelerE,C Outback Div 2,0.52
BeyerB,A Xanadu,0.74
BeyerC,E Beach Div 1,0.3125
BeyerL,D Cherry Div 1,0.54166666666667
BeyerR2,E Beach Div 1,0.25
BeyerW,A Hinterland,0.65333333333333
BeznoskaN,C Ziggurat,0.58666666666667
BhagatA,D Skyline Div 1,0.36805555555556
BhamidipatiH,E Meridian Div 1,0.37333333333333
BhandariA,B Maelstrom,0.59333333333333
BhandariC,D Maelstrom Div 2,0.42
BhandariR,A Kaleidoscope,0.74
BharadvajA,B Skyline,0.61333333333333
BharathalaK,D Sakura Div 1,0.41666666666667
BharathalaKR,D Sakura Div 1,0.4
BhardwajS,B Plateau,0.64583333333333
BhaskaranJ,C Arcadia,0.64666666666667
BhaskarB,D Arcadia Div 2,0.65333333333333
BhaskarR,E Plateau Div 1,0.40666666666667
BhatA,B Summit,0.78787878787879
BhatiaA,B Willow,0.47333333333333
BhatiaC,D Willow Div 1,0.36111111111111
BhatK2,C Pampas,0.57638888888889
BhatN,B Seneca,0.64
BhatS,E Ziggurat Div 1,0.44444444444444
BhattacharyaM,D Overlook Div 1,0.39333333333333
BhattK,C Taiga Div 2,0.58
BhattO,C Xanadu,0.5
BhattR,E Pampas Div 1,0.33333333333333
BhimaniA,A Nova,0.93333333333333
BhS,R Div 10,0.12878787878788
BhusnurmathA,C Sahara Div 1,0.49333333333333
BialekP,B Zephyr,0.59333333333333
BialisJ,E Coral Div 2,0.14
BialowasE,D Byzantium Div 2,0.52173913043478
BibayanJ,E Zephyr Div 2,0.45333333333333
Bibby-GerthJ,E Jungle Div 2,0.25333333333333
BibermanJ,C Nova Div 1,0.65151515151515
BiberstineJ,D Memorial Div 1,0.50666666666667
BiblerB,E Utopia Div 1,0.35606060606061
BichoD,R Div 67,0.13194444444444
BichoG,D Morningstar Div 1,0.29861111111111
BickE,A Pampas,0.78666666666667
BickE2,B Pampas,0.65277777777778
Bickel E,E Orchard Div 1,0.40579710144928
Bickelhaupt D,D River Div 1,0.42666666666667
BickfordG,E Utopia Div 1,0.24305555555556
BickfordJ54,E Utopia Div 1,0.40666666666667
BickfordT,E Union Div 2,0.27333333333333
BickJ,B Pampas,0.68666666666667
BicksA,B Byzantium,0.68
BiddickJ,C Sunrise,0.60666666666667
BiddleH,A Waterfront,0.72727272727273
BiddleS,B Veldt,0.67333333333333
BidlackB,A Zenith,0.7
BiehlerG,C Nighthawk,0.44
BiehnK,D Midland Div 2,0.40666666666667
BielakK,C Ember Div 2,0.44666666666667
BielefeldJ,R Div 38,0.49275362318841
BienemanF,E Cascade Div 2,0.36
BienkowskiToby,A Sequoia,0.63333333333333
BienvenuG,E Cosmos Div 1,0.29166666666667
BierceM,A Zenith,0.81333333333333
BierenbaumA,C Palisade,0.58
BierleD,C Ocean,0.65217391304348
BiermanJ,C Nebula,0.60666666666667
BiernbaumL,C Cherry Div 1,0.48666666666667
BieszczatF,D Boardwalk Div 2,0.56060606060606
BieverC,A Sierra,0.68
BigazziA,C Evergreen,0.60666666666667
BigdeliY,C Peninsula,0.66666666666667
BigelowK,C Sahara Div 2,0.51333333333333
BigelowN,E Utopia Div 1,0.28
BigelowS,E Sahara Div 2,0.33333333333333
BigelowT,E Utopia Div 1,0.20666666666667
BigelowT2,C Sahara Div 2,0.56
BiggsK,D Sakura Div 2,0.48666666666667
BihlM,E Metro Div 1,0.28472222222222
BildD,E Laurel Div 1,0.0
BilesD,E Delta Div 2,0.36
BilgerR11,A Sahara,0.80666666666667
BilgriN,D Sycamore Div 2,0.55072463768116
BilladoT,B Redwoods,0.78571428571429
BillettT,R Div 73,0.78571428571429
BillickK,C Atlantic,0.6304347826087
BilligJ23,C Quay Div 2,0.61333333333333
BillingsD,A Union,0.78
BillingsT,E Utopia Div 1,0.47727272727273
BilodeauDEBilodeau,C Cosmos Div 2,0.66
BilodeauY,E Forest Div 2,0.25
BilottaN,E Quarry Div 1,0.38888888888889
BilykA,C Blue,0.65277777777778
BindbeutelB,B Serengeti,0.68
BinderH,C Cove,0.54
BinderJ2,E Prairie Div 1,0.45833333333333
BingE,E Cascade Div 2,0.33333333333333
Bingham-PankratzD,A Savanna,0.72
BinghamG,D Wilderness Div 2,0.46
BinghamT,D Yukon Div 1,0.3125
BingoSity,B Cove,0.54
BinneyZ,B Galaxy,0.56
BinnsL,D Tidewater Div 2,0.34666666666667
BinoviA,C Taiga Div 2,0.56666666666667
BiondiD,R Div 39,0.28666666666667
BirchardB,A Cove,0.74666666666667
BirchK,E Ember Div 1,0.10666666666667
BirchP,D Cerulean Div 2,0.55333333333333
Bird-PollanJ,C Kookaburra,0.52777777777778
BirdB,E Ember Div 2,0.27333333333333
BirdC,D Sierra Div 2,0.50666666666667
BirdCH,A Summit,0.74666666666667
BirdH,D Sahara Div 1,0.46
BirdL,R Div 6,0.46666666666667
BirdR,D Evergreen Div 2,0.48666666666667
BirdsallA,A Meridian,0.59333333333333
BirdsallB,D Gulf Div 1,0.50694444444444
BirdsallDinsdale,B Valhalla,0.6
BirdsallE,E Meridian Div 3,0.40579710144928
BirdwellG,D Palisade Div 1,0.375
BirekL,D Juniper Div 1,0.45833333333333
BirenbaumC,D Rainbow Div 1,0.45333333333333
BirgerR,A Utopia,0.60666666666667
BirgerS,B Utopia,0.73611111111111
BirkheadN,D Byzantium Div 2,0.47727272727273
BirkhimerL,B Oxbow,0.59333333333333
BirminghamK,C Corridor,0.48666666666667
BirminghamM,D Evergreen Div 1,0.46666666666667
BirnbaumA,D Utopia Div 1,0.30666666666667
BirnbaumS,B Midland,0.62
BirnsA,A Cascade,0.84666666666667
BirnsD,B Seaboard,0.58666666666667
BironN,E Typhoon Div 1,0.1875
BischelC,C Serengeti,0.56818181818182
BischoffE,R Div 15,0.30833333333333
BischoffM,C Patagonia,0.54
BishD,E Peninsula Div 3,0.34
BishH,E Peninsula Div 3,0.26811594202899
BishopA,A Outback,0.77333333333333
BishopA42,D Taiga Div 2,0.53623188405797
BishopB,A Foothills,0.71333333333333
BishopBobby,E Sahara Div 1,0.27333333333333
BishopC,B Yukon,0.67333333333333
BishopC2,R Div 61,0.5
BishopD,C Kookaburra,0.58
BishopG,B Mesa,0.73333333333333
BishopI,D Oasis Div 2,0.42361111111111
BishopJ2,C Metro Div 2,0.49333333333333
BishopM,C Foothills,0.55333333333333
BishopSW,A Foothills,0.70666666666667
BissellA,E Prairie Div 1,0.29333333333333
BissellM,E Prairie Div 1,0.28666666666667
BissellM2,E Memorial Div 1,0.3125
BissellP,C Prairie,0.52173913043478
BiswasN,A Galaxy,0.67333333333333
BiszekD,C Badlands Div 1,0.64
BitidisJ,C Continental,0.64285714285714
BitkowerD,B Sycamore,0.65333333333333
BitnerDee,D Arctic Div 2,0.59027777777778
BittersM,C Mountain Div 2,0.57575757575758
BivansR,D Delta Div 2,0.50666666666667
BjorkenheimC,D Commonwealth Div 2,0.5
BjornstadE,D Nova Div 1,0.45138888888889
BlackA,D Sakura Div 2,0.50666666666667
BlackA2,E Central Div 3,0.28666666666667
BlackB,D Central Div 2,0.46
BlackBA,R Div 70,0.62666666666667
BlackburnA,D Outback Div 1,0.37121212121212
BlackburnG,D Willow Div 2,0.53333333333333
BlackburnJ,B Pampas,0.56
BlackburnS,E Coastal Div 1,0.26
BlackburnT,E Outback Div 2,0.29545454545455
BlackE1,B Evergreen,0.64666666666667
BlackerbyB,D Wilderness Div 2,0.53333333333333
BlackettA,C Orbital,0.46527777777778
BlackEudyptula,D Midland Div 2,0.54166666666667
BlackF,D Isthmus Div 1,0.42666666666667
BlackG,C Oasis Div 2,0.48
BlackieT,R Div 55,0.38666666666667
BlackJ,A Galaxy,0.72916666666667
BlackK,B Valhalla,0.66666666666667
BlackmanK2,D Peninsula Div 1,0.52666666666667
BlackmanM2,R Div 34,0.18666666666667
BlackmanS,D Tempest Div 1,0.51333333333333
BlackmanSam,C Seaboard,0.50666666666667
BlackmanT,E Junction Div 2,0.27777777777778
BlackNarwhal,B Midland,0.72222222222222
BlackR31,D Oasis Div 1,0.39333333333333
BlacksbergA,B Foothills,0.53333333333333
BlackSJ,E Waterfront Div 2,0.49333333333333
BlackstonD,B Orchard,0.58666666666667
BlackthorneM,R Div 66,0.60833333333333
BlackwellB,B Waterfront,0.59722222222222
BlackwellJ,A Ember,0.78
BlackwellK,D Junction Div 2,0.39333333333333
BlaeserA,C Monolith,0.52
BlainJ,C Veldt,0.55333333333333
BlainM,D Kookaburra Div 2,0.54666666666667
BlairC,D Typhoon Div 1,0.40972222222222
BlairJ,D Rainbow Div 2,0.58666666666667
BlairJ04,C Ridge Div 1,0.58
BlairM,D Evergreen Div 1,0.44
BlairT,A Cosmos,0.94666666666667
BlaisT,A Ranger,0.70138888888889
BlakeC,E Wilderness Div 1,0.57638888888889
BlakeDF,B Zephyr,0.65333333333333
BlakeH,B Volcano,0.62666666666667
BlakelyC,D Lighthouse Div 2,0.38666666666667
BlakelyD,A Cascade,0.86805555555556
BlakemoreJ,D Horizon Div 2,0.4
BlakemoreT,D Horizon Div 2,0.38666666666667
BlakeN,A Wilderness,0.59722222222222
BlakeSM,B Rainbow,0.625
BlakeV,D Eclipse Div 2,0.45333333333333
BlakkisrudJ,D Blue Div 2,0.48
BlanchardM,A Park,0.68
BlanchardT,A Horizon,0.72222222222222
BlanchardTD,D Sierra Div 2,0.46527777777778
BlanchE,A Ravenna,0.76666666666667
BlanchetteK,A Labyrinth,0.70454545454545
BlanchfieldG,C Rainforest Div 2,0.64
BlanchfieldP,B Rainforest,0.67333333333333
BlanchK,B Lighthouse,0.74
BlancoC,D Nova Div 2,0.51333333333333
BlancoM,D Seaboard Div 1,0.42666666666667
BlandJ,C Wilderness Div 1,0.63492063492063
BlaneB,E Nighthawk Div 1,0.27536231884058
BlaneyK,E Aurora Div 2,0.28
BlankC,E Pioneer Div 1,0.44666666666667
BlankD,A Cascade,0.73333333333333
BlankenbergA,E Utopia Div 2,0.28666666666667
BlankenshipC,D Nova Div 1,0.48
BlankensteinE,B Foothills,0.67333333333333
BlankM,A Savanna,0.68
BlankM2,D Pioneer Div 2,0.41333333333333
BlankS,B Boardwalk,0.78472222222222
BlankS2,C Village,0.52898550724638
BlankT,E Veldt Div 3,0.39393939393939
BlantonJ,A Pampas,0.78666666666667
BlashkaR,A Polaris,0.76666666666667
BlashkaW,A Garden,0.74666666666667
BlatchfordC,E Orchid Div 2,0.34090909090909
BlatnikD,E Junction Div 2,0.29710144927536
Blattnerj,C Keystone,0.51388888888889
BlattnerR,C Keystone,0.49305555555556
BlattW,C Meadow Div 1,0.43333333333333
BlatzC,C Ocean,0.51333333333333
BlauC,E Valhalla Div 1,0.29861111111111
BlausteinC,C Summit,0.59333333333333
BlayR,D Frontier Div 1,0.44666666666667
BlazinaC,C Mountain Div 2,0.56
BlecherL,R Div 55,0.30434782608696
BlechmanB,C Alpine,0.55555555555556
BleemM,D Foothills Div 1,0.36666666666667
BleicherJ,D Nebula Div 2,0.36
BleilR,B Nebula,0.58
BlessingJ2,C Citadel Div 1,0.7
BlessR,E Valley Div 1,0.41333333333333
BlevinsT,D Olympic Div 1,0.42
BlickhanS,B Gulf,0.63333333333333
BlicksteadJ,C Ziggurat,0.44666666666667
BlighA,D Orange Div 2,0.46666666666667
BlighL,R Div 74,0.63333333333333
BlightT,B Junction,0.49242424242424
BlimD,A Aloha,0.88
BlindS,R Div 64,0.22916666666667
BlinkC,C Morningstar,0.6
BlinkP,E Cascade Div 1,0.34782608695652
BlinnC,E Tranquility Div 2,0.32
BliskeJ,R Div 30,0.21969696969697
BlissC,A Alpine,0.68
BlissD2,B Alpine,0.58666666666667
BlissN,R Div 2,0.56666666666667
BlizzardC,E Quarry Div 2,0.42
BlizzardJ,E Plateau Div 2,0.42666666666667
BlizzardS,B Plateau,0.54666666666667
BlochA,C Veldt,0.77333333333333
BlockA1,C Forest Div 2,0.53472222222222
BlockB,E Orbital Div 2,0.30434782608696
BlockB2,R Div 73,0.44666666666667
BlockburgerC,C Valhalla Div 2,0.56
BlockD,D Atlantic Div 2,0.5
BlockD2,E Sugarloaf Div 1,0.31333333333333
BlockH,R Div 27,0.66666666666667
BlockJ NYC,A Aloha,0.81333333333333
BlockK,D Sugarloaf Div 2,0.34666666666667
BlockM2,R Div 19,0.28666666666667
BlockR2,B Elysium,0.64
BlockR3,B Denali,0.61333333333333
BlockS,C Outback Div 1,0.54
BloczynskiJ,A Union,0.71333333333333
BlodgettJ,B Tranquility,0.66666666666667
BlodgettL-SmallScreenHero,B Memorial,0.58666666666667
BloedornC,D Canyon Div 1,0.51333333333333
BloiseM,A Frontier,0.82
BlomE,D Jungle Div 1,0.52666666666667
BlomekeA,E Frontier Div 1,0.37333333333333
BlonderB,E Woodlands Div 2,0.32
BlondinC,B Prairie,0.51333333333333
BloodworthJ,A Bayou,0.84
BloombergA,A Pioneer,0.72
BloombergR7,B Foothills,0.52
BloomD4,D Horizon Div 1,0.5625
BloomfieldA,D Volcano Div 1,0.43333333333333
BloomfieldG,B Wilderness,0.5625
BloomJ,E Rubicon Div 2,0.36111111111111
BloomJ Chicago,D Skyline Div 1,0.35333333333333
BloomJD,D Ridge Div 2,0.66666666666667
BloomP,B Willow,0.60666666666667
BloomR,C Mountain Div 1,0.46666666666667
BloomS2,B Quarry,0.65909090909091
BloomS44,B Serengeti,0.61333333333333
BloomT,C Laurel Div 2,0.55333333333333
BlossomJ,C Meadow Div 1,0.58
BlosverenJ,C Horizon Div 1,0.57333333333333
BlosverenK,C Horizon Div 1,0.53333333333333
BlousteinA,B Sunrise,0.68055555555556
BlowD,D Avalon Div 2,0.41333333333333
BloxsonJ,E Blue Div 2,0.32
BloyeK,D Midland Div 1,0.40909090909091
BlueP,B Riviera,0.62666666666667
BluesteinJ,D Keystone Div 2,0.46666666666667
BluestoneD,D Union Div 1,0.49275362318841
BluestoneM,A Yukon,0.88666666666667
BluestoneM2,E Lyceum Div 2,0.42666666666667
BluhJ,R Div 20,0.42753623188406
BlumB,B Quetzal,0.88
BlumbergE,E Patagonia Div 2,0.225
BlumbergJ,A Olympic,0.63768115942029
BlumbergP,D Waterfront Div 1,0.5
BlumE,E Sunrise Div 1,0.30666666666667
BlumEB,C Quetzal,0.53333333333333
BlumeC,C Waterfront Div 2,0.52666666666667
BlumenfeldM,A Palisade,0.82
BlumenfeldZ,A Highland,0.72
BlumenfeldZ2,E Palisade Div 2,0.34
BlumensteinH,E Taiga Div 1,0.2
BlumensteinR,A Rainforest,0.68666666666667
BlumenthalA,C Nova Div 1,0.77083333333333
BlumenthalE,B Sugarloaf,0.71333333333333
BlumenthalJ,D Corridor Div 1,0.51333333333333
BlumenthalS,C Volcano Div 1,0.64666666666667
BlumeS,D Waterfront Div 1,0.58666666666667
BlumJ2,E Kaleidoscope Div 1,0.30666666666667
BlumJ4,A Orchard,0.74
BlumK,C Nova Div 2,0.56666666666667
BlumML,D Sugarloaf Div 2,0.53030303030303
BlumR26,E Cherry Div 2,0.20454545454545
BlundoN,E Plaza Div 1,0.40909090909091
BluteA,E Valley Div 1,0.34027777777778
BluthJ,A Vista,0.70833333333333
BlydenburghT,R Div 27,0.0
Blyler ScanlandL,B Kaleidoscope,0.76
BlynnD,B Quetzal,0.67333333333333
BlytheA,B Tidewater,0.59333333333333
BlytheA2,C Tidewater Div 2,0.56
BlytheJ,R Div 69,0.5
BlytheN,E Evergreen Div 2,0.38888888888889
BoanC,D Harbor Div 1,0.33333333333333
BoardmanC,R Div 35,0.55555555555556
BoardmanH,C Cosmos Div 1,0.55333333333333
BoardmanS,C Metro Div 1,0.56
BoazR,E Serengeti Div 1,0.40666666666667
BobbaD,E Isthmus Div 2,0.22666666666667
BobbittChris,A Lighthouse,0.66
BobbyM,E Monolith Div 2,0.22727272727273
BobbyP,C Monolith,0.42666666666667
BobroffM,C Valhalla Div 1,0.53472222222222
BobrowA,D Prairie Div 2,0.38
BobseineJ,D Ravenna Div 1,0.42028985507246
BoccutiC,B Peninsula,0.63888888888889
BocekM,B Laguna,0.64666666666667
BochenekJ,C Evergreen,0.64
BocianA,B Peninsula,0.58333333333333
BockD,C Orbital,0.5
BockingC,E Tranquility Div 1,0.21333333333333
BockM,E River Div 2,0.27777777777778
Bockman_Rob,E Wilderness Div 2,0.51388888888889
BockoverA,B Oxbow,0.7
BoczarR,E Tempest Div 2,0.35333333333333
BodackM,E Eclipse Div 1,0.28666666666667
BoddieJ,D Rubicon Div 1,0.46666666666667
BoddupalliA,C Ravenna Div 1,0.73333333333333
BoddyB,E Waterfront Div 2,0.39333333333333
BodellM,D Denali Div 1,0.46
BodemanDodd C,C Keystone,0.64
BodenM2,E Outback Div 2,0.35333333333333
BodenschatzJ,E Wilderness Div 2,0.27333333333333
BodgerJ,A Garden,0.59722222222222
BodinP,D Labyrinth Div 1,0.38666666666667
BoeB',E Cherry Div 1,0.22222222222222
BoeC,A Veldt,0.80666666666667
BoegleJ,E Redwoods Div 2,0.25333333333333
BoehlertB,D Juniper Div 2,0.36
BoehmB,A Tranquility,0.79333333333333
BoehmK,D Arctic Div 1,0.41333333333333
BoeJ,C Park,0.61333333333333
BoeningAllie,D Aurora Div 1,0.62
BoeningE,D Byzantium Div 2,0.47222222222222
BoerA,C Arctic Div 1,0.56944444444444
BoerioE,C Kookaburra,0.46666666666667
BoeseD,B Blue,0.58666666666667
BoeseT,A Island,0.87121212121212
BoettcherG,D Corridor Div 1,0.44666666666667
BoettcherK,R Div 26,0.79333333333333
BoeveM,D Kookaburra Div 2,0.42063492063492
BoeveS,E Garden Div 1,0.4
BogartK,B Harbor,0.67333333333333
BogatchJ,D Typhoon Div 2,0.43333333333333
BogdanC,E Centennial Div 2,0.42666666666667
BogdanM2,E Centennial Div 2,0.26
BogdanowiczN,D Valhalla Div 1,0.48611111111111
BogdanS,B Metro,0.66
BogeC,B Avalon,0.67333333333333
BogerE,C Prairie,0.49333333333333
BogganJ,C Willow,0.52666666666667
BogganM,R Div 39,0.56
BoggessM,C Ravenna Div 1,0.45333333333333
BoggieM,B Keystone,0.68115942028986
BoggildS,D Memorial Div 2,0.46
BoggsJ,B Horizon,0.58666666666667
BoggsJE,E Cerulean Div 2,0.38636363636364
BoggsR,A Horizon,0.68666666666667
BoggsV,D Horizon Div 1,0.4469696969697
Boghen D,E Olympic Div 1,0.3
BoghenM,A Olympic,0.74
BogleA,C Ranger,0.53333333333333
BogleP,A Village,0.70666666666667
BogodI,C Outback Div 1,0.5
BogodS,E Outback Div 1,0.33333333333333
BogosianP,B Serengeti,0.6
BogoslavovM,E Tranquility Div 1,0.33333333333333
BohannonK,A Foundry,0.66666666666667
BohigianD,E Foothills Div 1,0.35416666666667
BohlenC,D Oxbow Div 2,0.44666666666667
BohlkeS,E Polaris Div 2,0.43939393939394
Bohlmann KunzM,D Meridian Div 1,0.47101449275362
BohorquezM,D Laurel Div 1,0.32666666666667
BohrerA,B Ziggurat,0.59333333333333
BohrerJ2,R Div 7,0.2962962962963
BohrmannF,R Div 15,0.36
BoiceA,E Serengeti Div 3,0.29333333333333
BoisJ,C Peninsula,0.51388888888889
BoisvertM,R Div 76,0.4
BolaA,A Keystone,0.68666666666667
BolahanS,D Cove Div 2,0.39333333333333
BolandB,D Quay Div 2,0.4
BolandBT,E Highland Div 1,0.35333333333333
BolandhematA,D Redwoods Div 2,0.63492063492063
BolandJ,E Village Div 1,0.55333333333333
BolandK,D Highland Div 1,0.32638888888889
BolandM,B Sequoia,0.7
BolandT,D Sequoia Div 1,0.53333333333333
BolasJ,B Isthmus,0.73333333333333
BolchK,D Waterfront Div 2,0.4
BolderL,E Overlook Div 2,0.45238095238095
BoldrickJ,B Alpine,0.72
BoldrickJ2,C Maelstrom,0.47916666666667
BoleD,B Atlantic,0.48666666666667
BoleI,B Atlantic,0.47333333333333
BolesS,C Eclipse,0.43333333333333
BoleyR,C Seaboard,0.52666666666667
BolgarZ,E Quetzal Div 1,0.22222222222222
BolingD,C Archipelago,0.52666666666667
BolingerJ,E Cypress Div 1,0.26666666666667
BolioD,C Badlands Div 2,0.54
BolkovacA,A Polaris,0.62666666666667
BollerW,C Valhalla Div 2,0.56666666666667
BollettinoK,E Orchid Div 1,0.29824561403509
BollettinoM,E Orchid Div 1,0.32
BollettinoR,E Orchid Div 1,0.38
BolligA,D Keystone Div 2,0.45333333333333
BollingerD,C Denali Div 2,0.4375
BollingerJ,R Div 22,0.39130434782609
BollJMD,B Polaris,0.58
BollmeierB,C Sycamore Div 1,0.48
BolognaB,A Laguna,0.68666666666667
BolsenJ,D Atlantic Div 2,0.47368421052632
BolteA,D Nebula Div 2,0.48611111111111
BoltonJ,E Serengeti Div 1,0.42361111111111
BoltonK,E Zephyr Div 1,0.46666666666667
BombachP,E Valhalla Div 1,0.42753623188406
Bommerg,R Div 31,0.51333333333333
BonaM,C Cascade,0.54666666666667
BonanderR,E Rubicon Div 2,0.47727272727273
BonanosC,A Seaboard,0.64666666666667
BondAP,E Oasis Div 2,0.45652173913043
BondarevG,D Vista Div 2,0.54385964912281
BondB29,E Veldt Div 1,0.3125
BondBoy,C Orbital,0.60416666666667
BondD,C Zenith,0.62666666666667
BondEC,E Meridian Div 1,0.26666666666667
BondiP,R Div 49,0.50694444444444
BondJ2,E Central Div 2,0.36111111111111
BondJS,E Valley Div 2,0.41333333333333
BondL,E Olympic Div 1,0.34090909090909
BondN2,C Beach,0.56666666666667
BondN3,E Sequoia Div 2,0.35416666666667
BondT,D Lighthouse Div 1,0.50666666666667
BondurantW,E Cerulean Div 1,0.33333333333333
BonelliD,R Div 49,0.38
BonfieldC,E Quay Div 2,0.32
BongiornoJ,D Cherry Div 2,0.5
BonielloD,E Seaboard Div 2,0.30666666666667
BonifacioK,A Orchard,0.79333333333333
BonifacioK88,B Orchard,0.71014492753623
BonillaA,E Metro Div 2,0.45333333333333
BoninA,A Sierra,0.70666666666667
BonistalliL,C Nighthawk,0.56
BonnC,C Nighthawk,0.56
BonneauJ,A Tundra,0.76
BonnellC,A Central,0.78666666666667
BonnellJ,A Spring,0.61333333333333
BonnerM,D Sunrise Div 1,0.47727272727273
BonnerPJ,D Nighthawk Div 1,0.40666666666667
BonneyE,C Ravenna Div 2,0.54
BonnichsenN,D Garden Div 2,0.43333333333333
BonninKA,D Tranquility Div 2,0.58666666666667
BonomoW,E Taiga Div 2,0.32638888888889
BonserD,D Plaza Div 2,0.31333333333333
BonserS,E Plaza Div 2,0.36
Booker-CassanoK,D Pampas Div 2,0.37333333333333
BookerJ,R Div 19,0.26
BookH,E River Div 2,0.43650793650794
BoolosT,A Maritime,0.66666666666667
Boomhower J,D Cardinal Div 1,0.44666666666667
BoomJ,E Monolith Div 2,0.2463768115942
BoomJanie,D Monolith Div 1,0.18181818181818
BoomM,C Monolith,0.50666666666667
BooneK,C Evergreen,0.48412698412698
BooneMW,E Evergreen Div 2,0.38
BooneN,D Waterfront Div 2,0.5
BoothC314,R Div 25,0.18666666666667
BoothD,E Badlands Div 1,0.39333333333333
BoothD314159,B Delta,0.62
BoothMP,A Glacier,0.84
BootsS,E Nebula Div 2,0.25333333333333
BorchardtB,C Mesa Div 1,0.66666666666667
BorchardtR,D Savanna Div 2,0.40666666666667
BorchikR,B Metro,0.65972222222222
BordenH,B Kookaburra,0.51333333333333
BordersH,D Blue Div 2,0.4
Borderss7,E Beach Div 1,0.24666666666667
BordinE,E Maelstrom Div 1,0.34848484848485
BordognaB,C Corridor,0.48666666666667
BordognaM,C Corridor,0.51333333333333
BordoM,D Juniper Div 2,0.58333333333333
BoreckiM,B Maritime,0.59333333333333
BorenB,C Tundra,0.56944444444444
BorensteinJ,D Eclipse Div 1,0.56666666666667
BorerM,B Taiga,0.58
BorgaultJ,B Ocean,0.63333333333333
BorgerdingJ,D Foothills Div 2,0.28
BorgheseM,A Outback,0.6231884057971
BorgiB,B Monolith,0.63333333333333
BorgmeyerM,C Overlook,0.6
BorjaJ,D Evergreen Div 2,0.41333333333333
BorkmanK,D Morningstar Div 1,0.42
BorkmanS,D Morningstar Div 1,0.45333333333333
BorlandK,C River,0.43333333333333
BorlandS,A River,0.70138888888889
BormoliniM,R Div 59,0.42361111111111
BornA,B Cypress,0.64666666666667
BornheimS,E Zenith Div 1,0.40151515151515
BornsteinE,D Village Div 1,0.38
BorntragerM,E Kookaburra Div 2,0.35333333333333
BorodulinI,E Polaris Div 1,0.34
BoroS,A Foundry,0.74666666666667
BorowiczB,B Plaza,0.76666666666667
BorowitzM,C Tranquility,0.55333333333333
BorowskiA,C Canyon Div 1,0.54
